"rho","e","current","future_quantity","future_quality_gain","full_objective"
0.666666666666667,3.5,6.5,17.0203869838814,3.76019349194069,25.2025224282399
1,5.75,4.25,19.0477125244222,4.7738562622111,25.68941190797
